mouse_gene,human_gene_upper,human_gene,in_bulk,in_sce
Lypd6,LYPD6,LYPD6,True,True
Lypd6b,LYPD6B,LYPD6B,True,True
Lypla1,LYPLA1,LYPLA1,True,True
Lypla2,LYPLA2,LYPLA2,True,True
Lyplal1,LYPLAL1,LYPLAL1,True,True
Lyrm1,LYRM1,LYRM1,True,True
Lyrm2,LYRM2,LYRM2,True,True
Lyrm4,LYRM4,LYRM4,True,True
Lyrm7,LYRM7,LYRM7,True,True
Lyrm9,LYRM9,LYRM9,True,True
Lysmd1,LYSMD1,LYSMD1,True,True
Lysmd2,LYSMD2,LYSMD2,True,True
Lysmd3,LYSMD3,LYSMD3,True,True
Lysmd4,LYSMD4,LYSMD4,True,True
Lyst,LYST,LYST,True,True
Lyve1,LYVE1,LYVE1,True,True
Lyzl4,LYZL4,LYZL4,False,True
Lzic,LZIC,LZIC,True,True
Lztfl1,LZTFL1,LZTFL1,True,True
Lztr1,LZTR1,LZTR1,True,True
Lzts1,LZTS1,LZTS1,True,True
Lzts2,LZTS2,LZTS2,True,True
Lzts3,LZTS3,LZTS3,False,True
M1ap,M1AP,M1AP,True,True
M6pr,M6PR,M6PR,True,True
Maats1,MAATS1,MAATS1,True,True
Mab21l1,MAB21L1,MAB21L1,True,True
Mab21l2,MAB21L2,MAB21L2,True,True
Mab21l3,MAB21L3,MAB21L3,True,True
Macc1,MACC1,MACC1,False,True
Macf1,MACF1,MACF1,True,True
Maco1,MACO1,MACO1,False,True
Macrod1,MACROD1,MACROD1,True,True
Macrod2,MACROD2,MACROD2,True,True
Mad1l1,MAD1L1,MAD1L1,True,True
Mad2l1,MAD2L1,MAD2L1,True,True
Mad2l1bp,MAD2L1BP,MAD2L1BP,True,True
Mad2l2,MAD2L2,MAD2L2,True,True
Madd,MADD,MADD,True,True
Maea,MAEA,MAEA,True,True
Maf,MAF,MAF,True,True
Maf1,MAF1,MAF1,True,True
Mafa,MAFA,MAFA,False,True
Mafb,MAFB,MAFB,True,True
Maff,MAFF,MAFF,True,True
Mafg,MAFG,MAFG,True,True
Mafk,MAFK,MAFK,True,True
Mag,MAG,MAG,True,True
Mageb16,MAGEB16,MAGEB16,False,True
Maged1,MAGED1,MAGED1,True,True
Maged2,MAGED2,MAGED2,True,True
Magee1,MAGEE1,MAGEE1,True,True
Magee2,MAGEE2,MAGEE2,True,True
Mageh1,MAGEH1,MAGEH1,True,True
Magel2,MAGEL2,MAGEL2,True,True
Magi1,MAGI1,MAGI1,True,True
Magi2,MAGI2,MAGI2,True,True
Magi3,MAGI3,MAGI3,True,True
Magix,MAGIX,MAGIX,True,True
Magoh,MAGOH,MAGOH,True,True
Magohb,MAGOHB,MAGOHB,True,True
Magt1,MAGT1,MAGT1,True,True
Maip1,MAIP1,MAIP1,False,True
Majin,MAJIN,MAJIN,False,True
Mak,MAK,MAK,True,True
Mak16,MAK16,MAK16,True,True
Mal,MAL,MAL,True,True
Mal2,MAL2,MAL2,True,True
Malat1,MALAT1,MALAT1,True,True
Mall,MALL,MALL,True,True
Malrd1,MALRD1,MALRD1,True,True
Malsu1,MALSU1,MALSU1,True,True
Malt1,MALT1,MALT1,True,True
Mamdc2,MAMDC2,MAMDC2,True,True
Mamdc4,MAMDC4,MAMDC4,True,True
Maml1,MAML1,MAML1,True,True
Maml2,MAML2,MAML2,True,True
Maml3,MAML3,MAML3,True,True
Mamld1,MAMLD1,MAMLD1,True,True
Mamstr,MAMSTR,MAMSTR,True,True
Man1a2,MAN1A2,MAN1A2,True,True
Man1b1,MAN1B1,MAN1B1,True,True
Man1c1,MAN1C1,MAN1C1,True,True
Man2a1,MAN2A1,MAN2A1,True,True
Man2a2,MAN2A2,MAN2A2,True,True
Man2b1,MAN2B1,MAN2B1,True,True
Man2b2,MAN2B2,MAN2B2,True,True
Man2c1,MAN2C1,MAN2C1,True,True
Manba,MANBA,MANBA,True,True
Manbal,MANBAL,MANBAL,True,True
Manea,MANEA,MANEA,True,True
Maneal,MANEAL,MANEAL,True,True
Manf,MANF,MANF,True,True
Mansc1,MANSC1,MANSC1,True,True
Mansc4,MANSC4,MANSC4,False,True
Maoa,MAOA,MAOA,True,True
Maob,MAOB,MAOB,True,True
Map10,MAP10,MAP10,True,True
Map11,MAP11,MAP11,False,True
Map1a,MAP1A,MAP1A,True,True
Map1b,MAP1B,MAP1B,True,True
Map1lc3a,MAP1LC3A,MAP1LC3A,True,True
Map1lc3b,MAP1LC3B,MAP1LC3B,True,True
Map1s,MAP1S,MAP1S,True,True
Map2,MAP2,MAP2,True,True
Map2k1,MAP2K1,MAP2K1,True,True
Map2k2,MAP2K2,MAP2K2,True,True
Map2k3,MAP2K3,MAP2K3,True,True
Map2k4,MAP2K4,MAP2K4,True,True
Map2k5,MAP2K5,MAP2K5,True,True
Map2k6,MAP2K6,MAP2K6,True,True
Map2k7,MAP2K7,MAP2K7,True,True
Map3k1,MAP3K1,MAP3K1,True,True
Map3k10,MAP3K10,MAP3K10,True,True
Map3k11,MAP3K11,MAP3K11,True,True
Map3k12,MAP3K12,MAP3K12,True,True
Map3k13,MAP3K13,MAP3K13,True,True
Map3k14,MAP3K14,MAP3K14,True,True
Map3k15,MAP3K15,MAP3K15,True,True
Map3k19,MAP3K19,MAP3K19,True,True
Map3k2,MAP3K2,MAP3K2,True,True
Map3k20,MAP3K20,MAP3K20,False,True
Map3k21,MAP3K21,MAP3K21,False,True
Map3k3,MAP3K3,MAP3K3,True,True
Map3k4,MAP3K4,MAP3K4,True,True
Map3k5,MAP3K5,MAP3K5,True,True
Map3k6,MAP3K6,MAP3K6,True,True
Map3k7,MAP3K7,MAP3K7,True,True
Map3k7cl,MAP3K7CL,MAP3K7CL,True,True
Map3k8,MAP3K8,MAP3K8,True,True
Map3k9,MAP3K9,MAP3K9,True,True
Map4,MAP4,MAP4,True,True
Map4k1,MAP4K1,MAP4K1,True,True
Map4k2,MAP4K2,MAP4K2,True,True
Map4k3,MAP4K3,MAP4K3,True,True
Map4k4,MAP4K4,MAP4K4,True,True
Map4k5,MAP4K5,MAP4K5,True,True
Map6,MAP6,MAP6,True,True
Map6d1,MAP6D1,MAP6D1,True,True
Map7,MAP7,MAP7,True,True
Map7d1,MAP7D1,MAP7D1,True,True
Map7d2,MAP7D2,MAP7D2,True,True
Map7d3,MAP7D3,MAP7D3,True,True
Map9,MAP9,MAP9,True,True
Mapk1,MAPK1,MAPK1,True,True
Mapk10,MAPK10,MAPK10,True,True
Mapk11,MAPK11,MAPK11,True,True
Mapk12,MAPK12,MAPK12,True,True
Mapk13,MAPK13,MAPK13,True,True
Mapk14,MAPK14,MAPK14,True,True
Mapk15,MAPK15,MAPK15,True,True
Mapk1ip1l,MAPK1IP1L,MAPK1IP1L,True,True
Mapk3,MAPK3,MAPK3,True,True
Mapk4,MAPK4,MAPK4,True,True
Mapk6,MAPK6,MAPK6,True,True
Mapk7,MAPK7,MAPK7,True,True
Mapk8,MAPK8,MAPK8,True,True
Mapk8ip1,MAPK8IP1,MAPK8IP1,True,True
Mapk8ip2,MAPK8IP2,MAPK8IP2,True,True
Mapk8ip3,MAPK8IP3,MAPK8IP3,True,True
Mapk9,MAPK9,MAPK9,True,True
Mapkap1,MAPKAP1,MAPKAP1,True,True
Mapkapk2,MAPKAPK2,MAPKAPK2,True,True
Mapkapk3,MAPKAPK3,MAPKAPK3,True,True
Mapkapk5,MAPKAPK5,MAPKAPK5,True,True
Mapkbp1,MAPKBP1,MAPKBP1,True,True
Mapre1,MAPRE1,MAPRE1,True,True
Mapre2,MAPRE2,MAPRE2,True,True
Mapre3,MAPRE3,MAPRE3,True,True
Mapt,MAPT,MAPT,True,True
Marc1,MARC1,MARC1,True,True
Marc2,MARC2,MARC2,True,True
March1,MARCH1,MARCH1,True,True
March10,MARCH10,MARCH10,True,True
March11,MARCH11,MARCH11,True,True
March2,MARCH2,MARCH2,True,True
March3,MARCH3,MARCH3,True,True
March4,MARCH4,MARCH4,True,True
March5,MARCH5,MARCH5,True,True
March6,MARCH6,MARCH6,True,True
March7,MARCH7,MARCH7,True,True
March8,MARCH8,MARCH8,True,True
March9,MARCH9,MARCH9,True,True
Marcks,MARCKS,MARCKS,True,True
Marcksl1,MARCKSL1,MARCKSL1,True,True
Marf1,MARF1,MARF1,False,True
Mark1,MARK1,MARK1,True,True
Mark2,MARK2,MARK2,True,True
Mark3,MARK3,MARK3,True,True
Mark4,MARK4,MARK4,True,True
Mars,MARS,MARS,True,True
Mars2,MARS2,MARS2,True,True
Marveld1,MARVELD1,MARVELD1,True,True
Marveld2,MARVELD2,MARVELD2,True,True
Marveld3,MARVELD3,MARVELD3,False,True
Mas1,MAS1,MAS1,True,True
Masp1,MASP1,MASP1,True,True
Masp2,MASP2,MASP2,False,True
Mast1,MAST1,MAST1,True,True
Mast2,MAST2,MAST2,True,True
Mast3,MAST3,MAST3,True,True
Mast4,MAST4,MAST4,True,True
Mastl,MASTL,MASTL,True,True
Mat1a,MAT1A,MAT1A,False,True
Mat2a,MAT2A,MAT2A,True,True
Mat2b,MAT2B,MAT2B,True,True
Matk,MATK,MATK,True,True
Matn1,MATN1,MATN1,True,True
Matn2,MATN2,MATN2,True,True
Matn4,MATN4,MATN4,False,True
Matr3,MATR3,MATR3,True,True
Mau2,MAU2,MAU2,True,True
Mavs,MAVS,MAVS,True,True
Max,MAX,MAX,True,True
Maz,MAZ,MAZ,True,True
Mb,MB,MB,True,True
Mb21d1,MB21D1,MB21D1,True,False
Mb21d2,MB21D2,MB21D2,True,True
Mbd1,MBD1,MBD1,True,True
Mbd2,MBD2,MBD2,True,True
Mbd3,MBD3,MBD3,True,True
Mbd4,MBD4,MBD4,True,True
Mbd5,MBD5,MBD5,True,True
Mbd6,MBD6,MBD6,True,True
Mbip,MBIP,MBIP,True,True
Mblac1,MBLAC1,MBLAC1,True,True
Mblac2,MBLAC2,MBLAC2,True,True
Mbnl1,MBNL1,MBNL1,True,True
Mbnl2,MBNL2,MBNL2,True,True
Mbnl3,MBNL3,MBNL3,True,True
Mboat1,MBOAT1,MBOAT1,True,True
Mboat2,MBOAT2,MBOAT2,True,True
Mboat4,MBOAT4,MBOAT4,False,True
Mboat7,MBOAT7,MBOAT7,True,True
Mbp,MBP,MBP,True,True
Mbtd1,MBTD1,MBTD1,True,True
Mbtps1,MBTPS1,MBTPS1,True,True
Mbtps2,MBTPS2,MBTPS2,True,True
Mc1r,MC1R,MC1R,True,True
Mc3r,MC3R,MC3R,True,True
Mc4r,MC4R,MC4R,True,True
Mc5r,MC5R,MC5R,False,True
Mcam,MCAM,MCAM,True,True
Mcat,MCAT,MCAT,True,True
Mcc,MCC,MCC,True,True
Mccc1,MCCC1,MCCC1,True,True
Mccc2,MCCC2,MCCC2,True,True
Mcee,MCEE,MCEE,True,True
Mcemp1,MCEMP1,MCEMP1,False,True
Mcf2,MCF2,MCF2,True,True
Mcf2l,MCF2L,MCF2L,True,True
Mcfd2,MCFD2,MCFD2,True,True
Mchr1,MCHR1,MCHR1,True,True
Mcl1,MCL1,MCL1,True,True
Mcm10,MCM10,MCM10,False,True
Mcm2,MCM2,MCM2,True,True
Mcm3,MCM3,MCM3,True,True
Mcm3ap,MCM3AP,MCM3AP,True,True
Mcm4,MCM4,MCM4,True,True
Mcm5,MCM5,MCM5,True,True
Mcm6,MCM6,MCM6,True,True
Mcm7,MCM7,MCM7,True,True
Mcm8,MCM8,MCM8,True,True
Mcm9,MCM9,MCM9,True,True
Mcmbp,MCMBP,MCMBP,True,True
Mcmdc2,MCMDC2,MCMDC2,True,True
Mcoln1,MCOLN1,MCOLN1,True,True
Mcoln3,MCOLN3,MCOLN3,True,True
Mcph1,MCPH1,MCPH1,True,True
Mcrip1,MCRIP1,MCRIP1,True,True
Mcrip2,MCRIP2,MCRIP2,True,True
Mcrs1,MCRS1,MCRS1,True,True
Mctp1,MCTP1,MCTP1,True,True
Mctp2,MCTP2,MCTP2,True,True
Mcts1,MCTS1,MCTS1,True,True
Mcu,MCU,MCU,True,True
Mcub,MCUB,MCUB,False,True
Mcur1,MCUR1,MCUR1,True,True
Mdc1,MDC1,MDC1,True,True
Mdfi,MDFI,MDFI,True,True
Mdfic,MDFIC,MDFIC,True,True
Mdga1,MDGA1,MDGA1,True,True
Mdga2,MDGA2,MDGA2,True,True
Mdh1,MDH1,MDH1,True,True
Mdh1b,MDH1B,MDH1B,True,True
Mdh2,MDH2,MDH2,True,True
Mdk,MDK,MDK,True,True
Mdm1,MDM1,MDM1,True,True
Mdm2,MDM2,MDM2,True,True
Mdm4,MDM4,MDM4,True,True
Mdn1,MDN1,MDN1,True,True
Mdp1,MDP1,MDP1,False,True
Me1,ME1,ME1,True,True
Me2,ME2,ME2,True,True
Me3,ME3,ME3,True,True
Mea1,MEA1,MEA1,True,True
Meaf6,MEAF6,MEAF6,True,True
Meak7,MEAK7,MEAK7,False,True
Mecom,MECOM,MECOM,True,True
Mecp2,MECP2,MECP2,True,True
Mecr,MECR,MECR,True,True
Med1,MED1,MED1,True,True
Med10,MED10,MED10,True,True
Med11,MED11,MED11,True,True
Med12,MED12,MED12,True,True
Med12l,MED12L,MED12L,True,True
Med13,MED13,MED13,True,True
Med13l,MED13L,MED13L,True,True
Med14,MED14,MED14,True,True
Med15,MED15,MED15,True,True
Med16,MED16,MED16,True,True
Med17,MED17,MED17,True,True
Med18,MED18,MED18,True,True
Med19,MED19,MED19,True,True
Med20,MED20,MED20,True,True
Med21,MED21,MED21,True,True
Med22,MED22,MED22,True,True
Med23,MED23,MED23,True,True
Med24,MED24,MED24,True,True
Med25,MED25,MED25,True,True
Med26,MED26,MED26,True,True
Med27,MED27,MED27,True,True
Med28,MED28,MED28,True,True
Med29,MED29,MED29,True,True
Med30,MED30,MED30,True,True
Med31,MED31,MED31,True,True
Med4,MED4,MED4,True,True
Med6,MED6,MED6,True,True
Med7,MED7,MED7,True,True
Med8,MED8,MED8,True,True
Med9,MED9,MED9,True,True
Medag,MEDAG,MEDAG,True,True
Mef2a,MEF2A,MEF2A,True,True
Mef2b,MEF2B,MEF2B,False,True
Mef2c,MEF2C,MEF2C,True,True
Mef2d,MEF2D,MEF2D,True,True
Meg3,MEG3,MEG3,True,True
Megf10,MEGF10,MEGF10,True,True
Megf11,MEGF11,MEGF11,True,True
Megf6,MEGF6,MEGF6,True,True
Megf8,MEGF8,MEGF8,True,True
Megf9,MEGF9,MEGF9,True,True
Mei1,MEI1,MEI1,True,True
Mei4,MEI4,MEI4,True,True
Meig1,MEIG1,MEIG1,True,True
Meikin,MEIKIN,MEIKIN,False,True
Meioc,MEIOC,MEIOC,False,True
Meis1,MEIS1,MEIS1,True,True
Meis2,MEIS2,MEIS2,True,True
Meis3,MEIS3,MEIS3,True,True
Melk,MELK,MELK,False,True
Meltf,MELTF,MELTF,True,True
Memo1,MEMO1,MEMO1,True,True
Men1,MEN1,MEN1,True,True
Meox1,MEOX1,MEOX1,False,True
Meox2,MEOX2,MEOX2,True,True
Mep1a,MEP1A,MEP1A,False,True
Mepce,MEPCE,MEPCE,True,True
Mertk,MERTK,MERTK,True,True
Mesd,MESD,MESD,False,True
Mest,MEST,MEST,True,True
Met,MET,MET,True,True
Metap1,METAP1,METAP1,True,True
Metap1d,METAP1D,METAP1D,True,True
Metap2,METAP2,METAP2,True,True
Metrn,METRN,METRN,True,True
Metrnl,METRNL,METRNL,True,True
Mettl1,METTL1,METTL1,True,True
Mettl13,METTL13,METTL13,True,False
Mettl14,METTL14,METTL14,True,True
Mettl15,METTL15,METTL15,True,True
Mettl16,METTL16,METTL16,True,True
Mettl17,METTL17,METTL17,True,True
Mettl18,METTL18,METTL18,True,True
Mettl21a,METTL21A,METTL21A,True,True
Mettl21c,METTL21C,METTL21C,False,True
Mettl22,METTL22,METTL22,True,True
Mettl23,METTL23,METTL23,True,True
Mettl24,METTL24,METTL24,True,True
Mettl25,METTL25,METTL25,True,True
Mettl26,METTL26,METTL26,False,True
Mettl27,METTL27,METTL27,False,True
Mettl3,METTL3,METTL3,True,True
Mettl4,METTL4,METTL4,True,True
Mettl5,METTL5,METTL5,True,True
Mettl6,METTL6,METTL6,True,True
Mettl8,METTL8,METTL8,True,True
Mettl9,METTL9,METTL9,True,True
Mex3a,MEX3A,MEX3A,True,True
Mex3b,MEX3B,MEX3B,True,True
Mex3c,MEX3C,MEX3C,True,True
Mex3d,MEX3D,MEX3D,True,True
Mfap2,MFAP2,MFAP2,False,True
Mfap3,MFAP3,MFAP3,True,True
Mfap3l,MFAP3L,MFAP3L,True,True
Mfap4,MFAP4,MFAP4,True,True
Mfap5,MFAP5,MFAP5,True,True
Mff,MFF,MFF,True,True
Mfge8,MFGE8,MFGE8,True,True
Mfhas1,MFHAS1,MFHAS1,True,True
Mfn1,MFN1,MFN1,True,True
Mfn2,MFN2,MFN2,True,True
Mfng,MFNG,MFNG,True,True
Mfrp,MFRP,MFRP,True,True
Mfsd1,MFSD1,MFSD1,True,True
Mfsd10,MFSD10,MFSD10,True,True
Mfsd11,MFSD11,MFSD11,True,True
Mfsd12,MFSD12,MFSD12,True,True
Mfsd13a,MFSD13A,MFSD13A,True,True
Mfsd14a,MFSD14A,MFSD14A,True,True
Mfsd14b,MFSD14B,MFSD14B,True,True
Mfsd2a,MFSD2A,MFSD2A,True,True
Mfsd2b,MFSD2B,MFSD2B,True,True
Mfsd3,MFSD3,MFSD3,True,True
Mfsd4a,MFSD4A,MFSD4A,True,True
Mfsd5,MFSD5,MFSD5,True,True
Mfsd6,MFSD6,MFSD6,True,True
Mfsd8,MFSD8,MFSD8,True,True
Mfsd9,MFSD9,MFSD9,True,True
Mga,MGA,MGA,True,True
Mgam,MGAM,MGAM,True,True
Mgarp,MGARP,MGARP,True,True
Mgat1,MGAT1,MGAT1,True,True
Mgat2,MGAT2,MGAT2,True,True
Mgat3,MGAT3,MGAT3,True,True
Mgat4a,MGAT4A,MGAT4A,True,True
Mgat4b,MGAT4B,MGAT4B,True,True
Mgat4c,MGAT4C,MGAT4C,True,True
Mgat5,MGAT5,MGAT5,True,True
Mgat5b,MGAT5B,MGAT5B,True,True
Mgea5,MGEA5,MGEA5,True,False
Mgll,MGLL,MGLL,True,True
Mgme1,MGME1,MGME1,True,True
Mgmt,MGMT,MGMT,True,True
Mgp,MGP,MGP,True,True
Mgrn1,MGRN1,MGRN1,True,True
Mgst1,MGST1,MGST1,True,True
Mgst2,MGST2,MGST2,True,True
Mgst3,MGST3,MGST3,True,True
Mia,MIA,MIA,False,True
Mia2,MIA2,MIA2,False,True
Mia3,MIA3,MIA3,True,True
Miat,MIAT,MIAT,True,True
Mib1,MIB1,MIB1,True,True
Mib2,MIB2,MIB2,True,True
Mical1,MICAL1,MICAL1,True,True
Mical2,MICAL2,MICAL2,True,True
Mical3,MICAL3,MICAL3,True,True
Micalcl,MICALCL,MICALCL,True,False
Micall1,MICALL1,MICALL1,True,True
Micall2,MICALL2,MICALL2,True,True
Micos10,MICOS10,MICOS10,False,True
Micos13,MICOS13,MICOS13,False,True
Micu1,MICU1,MICU1,True,True
Micu2,MICU2,MICU2,True,True
Micu3,MICU3,MICU3,True,True
Mid1,MID1,MID1,True,True
Mid1ip1,MID1IP1,MID1IP1,True,True
Mid2,MID2,MID2,True,True
Midn,MIDN,MIDN,True,True
Mief1,MIEF1,MIEF1,True,True
Mief2,MIEF2,MIEF2,True,True
Mien1,MIEN1,MIEN1,True,True
Mier1,MIER1,MIER1,True,True
Mier2,MIER2,MIER2,True,True
Mier3,MIER3,MIER3,True,True
Mif,MIF,MIF,True,True
Mif4gd,MIF4GD,MIF4GD,True,True
Miga1,MIGA1,MIGA1,False,True
Miga2,MIGA2,MIGA2,False,True
Miip,MIIP,MIIP,True,True
Milr1,MILR1,MILR1,True,True
Minar1,MINAR1,MINAR1,False,True
Minar2,MINAR2,MINAR2,False,True
Mindy1,MINDY1,MINDY1,False,True
Mindy2,MINDY2,MINDY2,False,True
Mindy3,MINDY3,MINDY3,False,True
Mindy4,MINDY4,MINDY4,False,True
Mink1,MINK1,MINK1,True,True
Minos1,MINOS1,MINOS1,True,False
Minpp1,MINPP1,MINPP1,True,True
Mios,MIOS,MIOS,True,True
Mipep,MIPEP,MIPEP,True,True
Mipol1,MIPOL1,MIPOL1,True,True
Mir100hg,MIR100HG,MIR100HG,True,True
Mir124-2hg,MIR124-2HG,MIR124-2HG,True,True
Mir155hg,MIR155HG,MIR155HG,False,True
Mir17hg,MIR17HG,MIR17HG,True,True
Mir22hg,MIR22HG,MIR22HG,True,True
Mir670hg,MIR670HG,MIR670HG,False,True
Mir9-3hg,MIR9-3HG,MIR9-3HG,True,True
Mir99ahg,MIR99AHG,MIR99AHG,True,True
Mis12,MIS12,MIS12,True,True
Mis18a,MIS18A,MIS18A,True,True
Mis18bp1,MIS18BP1,MIS18BP1,True,True
Misp,MISP,MISP,True,True
Mitd1,MITD1,MITD1,True,True
Mitf,MITF,MITF,True,True
Mki67,MKI67,MKI67,True,True
Mkks,MKKS,MKKS,True,True
Mkl1,MKL1,MKL1,True,False
Mkl2,MKL2,MKL2,True,False
Mkln1,MKLN1,MKLN1,True,True
Mknk1,MKNK1,MKNK1,True,True
Mknk2,MKNK2,MKNK2,True,True
Mkrn1,MKRN1,MKRN1,True,True
Mkrn2,MKRN2,MKRN2,True,True
Mkrn2os,MKRN2OS,MKRN2OS,True,True
Mkrn3,MKRN3,MKRN3,True,True
Mks1,MKS1,MKS1,True,True
Mkx,MKX,MKX,True,True
Mlc1,MLC1,MLC1,True,True
Mlec,MLEC,MLEC,True,True
Mlf1,MLF1,MLF1,True,True
Mlf2,MLF2,MLF2,True,True
Mlh1,MLH1,MLH1,True,True
Mlh3,MLH3,MLH3,True,True
Mlip,MLIP,MLIP,True,True
Mlkl,MLKL,MLKL,True,True
Mllt1,MLLT1,MLLT1,True,True
Mllt10,MLLT10,MLLT10,True,True
Mllt11,MLLT11,MLLT11,True,True
Mllt3,MLLT3,MLLT3,True,True
Mllt6,MLLT6,MLLT6,True,True
Mlph,MLPH,MLPH,True,True
Mlst8,MLST8,MLST8,True,True
Mlx,MLX,MLX,True,True
Mlxip,MLXIP,MLXIP,True,True
Mlxipl,MLXIPL,MLXIPL,True,True
Mlycd,MLYCD,MLYCD,True,True
Mmaa,MMAA,MMAA,True,True
Mmab,MMAB,MMAB,True,True
Mmachc,MMACHC,MMACHC,True,True
Mmadhc,MMADHC,MMADHC,True,True
Mmd,MMD,MMD,True,True
Mmd2,MMD2,MMD2,True,True
Mme,MME,MME,True,True
Mmel1,MMEL1,MMEL1,True,True
Mmgt1,MMGT1,MMGT1,True,True
Mmp11,MMP11,MMP11,True,True
Mmp14,MMP14,MMP14,True,True
Mmp15,MMP15,MMP15,True,True
Mmp16,MMP16,MMP16,True,True
Mmp17,MMP17,MMP17,True,True
Mmp19,MMP19,MMP19,False,True
Mmp2,MMP2,MMP2,True,True
Mmp21,MMP21,MMP21,True,True
Mmp24,MMP24,MMP24,True,True
Mmp25,MMP25,MMP25,True,True
Mmp28,MMP28,MMP28,True,True
Mmp9,MMP9,MMP9,False,True
Mmrn2,MMRN2,MMRN2,True,True
Mms19,MMS19,MMS19,True,True
Mms22l,MMS22L,MMS22L,True,True
Mmut,MMUT,MMUT,False,True
Mn1,MN1,MN1,True,True
Mnat1,MNAT1,MNAT1,True,True
Mnd1,MND1,MND1,True,True
Mns1,MNS1,MNS1,True,True
Mnt,MNT,MNT,True,True
Moap1,MOAP1,MOAP1,True,True
Mob1a,MOB1A,MOB1A,True,True
Mob1b,MOB1B,MOB1B,True,True
Mob2,MOB2,MOB2,True,True
Mob3a,MOB3A,MOB3A,True,True
Mob3b,MOB3B,MOB3B,True,True
Mob3c,MOB3C,MOB3C,True,True
Mob4,MOB4,MOB4,True,True
Mobp,MOBP,MOBP,True,True
Mocos,MOCOS,MOCOS,True,True
Mocs1,MOCS1,MOCS1,True,True
Mocs2,MOCS2,MOCS2,True,True
Mocs3,MOCS3,MOCS3,True,True
Mog,MOG,MOG,True,True
Mogat1,MOGAT1,MOGAT1,True,True
Mogs,MOGS,MOGS,True,True
Mok,MOK,MOK,True,True
Mon1a,MON1A,MON1A,True,True
Mon1b,MON1B,MON1B,True,True
Mon2,MON2,MON2,True,True
Morc1,MORC1,MORC1,True,True
Morc3,MORC3,MORC3,True,True
Morc4,MORC4,MORC4,True,True
Morf4l1,MORF4L1,MORF4L1,True,True
Morf4l2,MORF4L2,MORF4L2,True,True
Morn1,MORN1,MORN1,True,True
Morn2,MORN2,MORN2,True,True
Morn3,MORN3,MORN3,True,True
Morn4,MORN4,MORN4,True,True
Morn5,MORN5,MORN5,True,True
Mosmo,MOSMO,MOSMO,False,True
Mospd1,MOSPD1,MOSPD1,True,True
Mospd2,MOSPD2,MOSPD2,True,True
Mospd3,MOSPD3,MOSPD3,True,True
Mov10,MOV10,MOV10,True,True
Mov10l1,MOV10L1,MOV10L1,True,True
Moxd1,MOXD1,MOXD1,True,True
Mpc1,MPC1,MPC1,True,True
Mpc2,MPC2,MPC2,True,True
Mpdu1,MPDU1,MPDU1,True,True
Mpdz,MPDZ,MPDZ,True,True
Mpeg1,MPEG1,MPEG1,True,True
Mpg,MPG,MPG,True,True
Mphosph10,MPHOSPH10,MPHOSPH10,True,True
Mphosph6,MPHOSPH6,MPHOSPH6,True,True
Mphosph8,MPHOSPH8,MPHOSPH8,True,True
Mphosph9,MPHOSPH9,MPHOSPH9,True,True
Mpi,MPI,MPI,True,True
Mpl,MPL,MPL,True,True
Mplkip,MPLKIP,MPLKIP,True,True
Mpnd,MPND,MPND,True,True
Mpp1,MPP1,MPP1,True,True
Mpp2,MPP2,MPP2,True,True
Mpp3,MPP3,MPP3,True,True
Mpp4,MPP4,MPP4,True,True
Mpp5,MPP5,MPP5,True,True
Mpp6,MPP6,MPP6,True,True
Mpp7,MPP7,MPP7,True,True
Mppe1,MPPE1,MPPE1,True,True
Mpped1,MPPED1,MPPED1,True,True
Mpped2,MPPED2,MPPED2,True,True
Mprip,MPRIP,MPRIP,True,True
Mpst,MPST,MPST,True,True
Mpv17,MPV17,MPV17,True,True
Mpv17l,MPV17L,MPV17L,True,True
Mpv17l2,MPV17L2,MPV17L2,True,True
Mpz,MPZ,MPZ,True,True
Mpzl1,MPZL1,MPZL1,True,True
Mpzl2,MPZL2,MPZL2,True,True
Mpzl3,MPZL3,MPZL3,True,True
Mr1,MR1,MR1,True,True
Mrap,MRAP,MRAP,True,True
Mrap2,MRAP2,MRAP2,True,True
Mras,MRAS,MRAS,True,True
Mrc1,MRC1,MRC1,True,True
Mrc2,MRC2,MRC2,True,True
Mre11a,MRE11A,MRE11A,True,False
Mreg,MREG,MREG,True,True
Mrfap1,MRFAP1,MRFAP1,True,True
Mrgbp,MRGBP,MRGBP,True,True
Mrgpre,MRGPRE,MRGPRE,True,True
Mrgprx1,MRGPRX1,MRGPRX1,False,True
Mri1,MRI1,MRI1,True,True
Mrln,MRLN,MRLN,False,True
Mrm1,MRM1,MRM1,True,True
Mrm2,MRM2,MRM2,True,True
Mrm3,MRM3,MRM3,True,True
Mrnip,MRNIP,MRNIP,False,True
Mro,MRO,MRO,True,True
Mroh1,MROH1,MROH1,True,True
Mroh2a,MROH2A,MROH2A,False,True
Mroh7,MROH7,MROH7,True,True
Mroh8,MROH8,MROH8,True,True
Mrpl1,MRPL1,MRPL1,True,True
Mrpl10,MRPL10,MRPL10,True,True
Mrpl11,MRPL11,MRPL11,True,True
Mrpl12,MRPL12,MRPL12,True,True
Mrpl13,MRPL13,MRPL13,True,True
Mrpl14,MRPL14,MRPL14,True,True
Mrpl15,MRPL15,MRPL15,True,True
Mrpl16,MRPL16,MRPL16,True,True
Mrpl17,MRPL17,MRPL17,True,True
